;id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;no_pass;cleanliness;safety;satisfaction
764;728;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;    Hub;Gates 1-12;31.12.2018;185.0;224;Clean;Very safe;1
765;1215;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;55.00000000000011;282;Clean;Somewhat safe;1
766;2314;Tuesday;UNITED;SAN ANTONIO;Midwest US;Medium;Gates 70-90;31.12.2018;150.0;210;Clean;Somewhat safe;1
767;1718;Sunday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;    Hub;Gates 1-12;31.12.2018;210.0;254;Average;Somewhat safe;0
768;2383;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;    Hub;Gates 91-102;31.12.2018;215.0;298;Clean;Very safe;1
769;584;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;95.0;105;Clean;Neutral;1
770;1770;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;    Hub;Gates 50-59;31.12.2018;85.0;145;Clean;Very safe;1
771;642;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;125.0;250;Somewhat clean;Neutral;0
772;1865;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;31.12.2018;505.0;238;Clean;Somewhat safe;1
773;2100;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;49.0;274;Somewhat clean;Very safe;1
774;2647;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;132.0;182;Somewhat clean;Neutral;0
775;1982;Friday;AIR FRANCE/KLM;AMSTERDAM;eur;    Hub;Gates 1-12;31.12.2018;265.0;291;Average;Somewhat safe;0
776;1973;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub     ;Gates 1-12;31.12.2018;125.0;262;Clean;Very safe;1
777;310;Tuesday;UNITED;WASHINGTON DC-DULLES;East US;Medium;Gates 70-90;31.12.2018;95.0000000000001;208;Clean;Very safe;1
778;2386;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;31.12.2018;215.0;234;Somewhat clean;Very safe;1
779;295;Wednesday;SOUTHWEST;LOS ANGELES;West US;    Hub;Gates 20-39;31.12.2018;190.0;179;Average;Neutral;0
780;2301;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;31.12.2018;175.0;208;Somewhat clean;Somewhat safe;1
781;1253;Thursday;CHINA EASTERN;SHANGHAI;Asia;Hub;Gates 1-12;31.12.2018;195.0;221;Somewhat clean;Somewhat safe;1
782;1649;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;170.0;234;Somewhat clean;Very safe;1
783;3279;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;125.0;178;Somewhat clean;Neutral;1
784;863;Tuesday;ALASKA;SEATTLE;West US;Hub     ;Gates 50-59;31.12.2018;65.0000000000001;250;Somewhat clean;Very safe;0
785;2771;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;31.12.2018;150.0;134;Somewhat clean;Very safe;1
786;1547;Wednesday;AIR CHINA;BEIJING;Asia;Hub;Gates 91-102;31.12.2018;240.0;245;Clean;Somewhat safe;1
787;750;Thursday;AIR CANADA;TORONTO;Canada/Mexico;Hub     ;Gates 91-102;31.12.2018;235.0;260;Somewhat clean;Somewhat safe;1
788;2285;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;31.12.2018;225.0;121;Somewhat clean;Somewhat safe;0
789;3214;Tuesday;UNITED;SANTA BARBARA;West US;Small;Gates 70-90;31.12.2018;75.0000000000001;283;Somewhat clean;Somewhat safe;0
790;2172;Wednesday;FRONTIER;DENVER;West US;    Hub;Gates 20-39;31.12.2018;153.0;276;Clean;Somewhat safe;1
791;576;Thursday;JETBLUE;BOSTON;EAST US;    Large;Gates 1-12;31.12.2018;112.0;145;Somewhat clean;Somewhat safe;1
792;404;Saturday;UNITED;PHOENIX;West US;Hub;Gates 70-90;31.12.2018;84.9999999999999;143;Clean;Somewhat safe;1
794;2254;Wednesday;UNITED;LOS ANGELES;West US;    Hub;Gates 60-69;31.12.2018;185.0;277;Clean;Very safe;1
795;682;Thursday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;125.0;157;Somewhat clean;Somewhat safe;0
796;2028;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;95.0;189;Somewhat clean;Somewhat safe;1
798;854;Tuesday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;109.0;114;Somewhat clean;Very safe;1
799;1675;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;85.0;245;Somewhat clean;Very safe;1
800;1604;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;320.0;268;Somewhat clean;Somewhat safe;1
801;534;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;225.0;158;Clean;Very safe;1
802;2829;Tuesday;UNITED;BURBANK;West US;Small;Gates 70-90;31.12.2018;93.0;213;Somewhat clean;Very safe;1
803;1822;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;215.0;182;Clean;Very safe;1
805;1948;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;115.0;207;Somewhat clean;Neutral;0
806;2950;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;115.0;267;Average;Somewhat safe;0
807;2508;Saturday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;100.0;273;Somewhat clean;Very safe;1
808;292;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;190.0;206;Average;Neutral;1
809;876;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;265.0;179;Clean;Somewhat safe;1
810;2120;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;79.0;283;Somewhat clean;Somewhat safe;1
811;2764;Thursday;DELTA;ATLANTA;EAST US;    Hub;Gates 40-48;31.12.2018;150.0;165;Somewhat clean;Somewhat safe;1
812;787;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;850.0;286;Somewhat clean;Very safe;0
813;2883;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;31.12.2018;180.0;189;Somewhat clean;Very safe;1
814;421;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;105.0;256;Somewhat clean;Very safe;1
815;2683;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;Hub     ;Gates 1-12;31.12.2018;210.0;117;Somewhat clean;Very safe;1
816;2805;Tuesday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;31.12.2018;360.0;205;Somewhat clean;Somewhat safe;1
817;2554;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;93.0;102;Clean;Somewhat safe;1
818;472;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;91.0;213;Somewhat clean;Very safe;1
819;2535;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;160.0;128;Somewhat clean;Somewhat safe;1
821;613;Thursday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;140.0;145;Average;Neutral;1
822;2694;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;150.0;148;Clean;Somewhat safe;1
823;808;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;120.0;265;Clean;Very safe;1
825;574;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;75.0;189;Clean;Very safe;1
827;2984;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;225.0;137;Clean;Very safe;1
828;425;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;177.0;176;Somewhat clean;Somewhat safe;1
829;3160;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;19.999999999999897;279;Clean;Very safe;0
830;2514;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;84.0;284;Somewhat clean;Very safe;0
831;802;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;430.0;275;Somewhat clean;Very safe;1
832;695;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;185.0;135;Clean;Very safe;1
834;841;Sunday;ALASKA;SEATTLE;West US;    Hub;Gates 50-59;31.12.2018;95.0000000000001;294;Average;Neutral;0
835;2346;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;255.0;169;Somewhat clean;Somewhat safe;1
836;1667;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;195.0;139;Clean;Very safe;1
837;552;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;125.0;167;Clean;Very safe;1
838;2877;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;31.12.2018;89.9999999999999;198;Somewhat clean;Somewhat safe;1
839;1276;Thursday;CHINA SOUTHERN;WUHAN;Asia;Medium     ;Gates 1-12;31.12.2018;225.0;163;Somewhat dirty;Somewhat safe;1
840;556;Thursday;ALASKA;SEATTLE;West US;    Hub;Gates 50-59;31.12.2018;90.0;112;Somewhat clean;Neutral;1
841;2184;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;31.12.2018;195.0;249;Clean;Somewhat safe;1
842;2991;Friday;UNITED;KAHULUI;West US;Small;Gates 60-69;31.12.2018;122.0;217;Clean;Very safe;1
843;501;Sunday;UNITED;KAHULUI;West US;Small;Gates 60-69;31.12.2018;160.0;159;Somewhat clean;Somewhat safe;1
844;3206;Tuesday;UNITED;EUGENE;West US;    Small;Gates 70-90;31.12.2018;150.0;122;Clean;Very safe;1
846;2586;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;90.0;180;Somewhat clean;Very safe;1
847;1988;Friday;AIR FRANCE/KLM;AMSTERDAM;Europe;Hub;Gates 1-12;31.12.2018;205.0;161;Somewhat clean;Very safe;1
848;834;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;95.0000000000001;272;Clean;Very safe;1
849;1921;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;180.0;164;Clean;Very safe;1
850;870;Tuesday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;115.0;142;Somewhat clean;Somewhat safe;1
851;1931;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;135.0;184;Somewhat clean;Very safe;1
852;3238;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;190.0;216;Clean;Very safe;1
853;1862;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;31.12.2018;75.0000000000001;282;Somewhat clean;Very safe;1
854;1601;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;31.12.2018;210.0;215;Somewhat clean;Very safe;0
855;521;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;165.0;140;Somewhat clean;Very safe;1
856;2542;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;104.0;160;Average;Very safe;0
857;2294;Tuesday;UNITED;SAN ANTONIO;Midwest US;    Medium;Gates 70-90;31.12.2018;59.99999999999989;295;Clean;Very safe;1
858;818;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;155.0;198;Clean;Very safe;1
860;2393;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;31.12.2018;335.0;180;Clean;Somewhat safe;1
862;1573;Wednesday;DELTA;DETROIT;Midwest US;Large;Gates 40-48;31.12.2018;125.0;226;Somewhat clean;Somewhat safe;1
863;2633;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;150.0;170;Somewhat clean;Somewhat safe;1
864;496;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;148.0;197;Clean;Very safe;1
865;2043;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;90.0;176;Clean;Neutral;1
867;1687;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;155.0;276;Clean;Very safe;1
868;2528;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;95.0;107;Somewhat clean;Very safe;1
869;1879;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;95.0;264;Somewhat clean;Very safe;1
870;2418;Tuesday;UNITED;HONOLULU;West US;Medium     ;Gates 70-90;31.12.2018;135.0;244;Somewhat clean;Somewhat safe;1
871;10;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;155.0;188;Average;Somewhat safe;1
872;371;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;31.12.2018;180.0;247;Somewhat clean;Somewhat safe;1
873;688;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;155.0;163;Somewhat clean;Neutral;1
874;1930;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;200.0;156;Somewhat clean;Somewhat safe;1
875;1010;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;185.0;275;Somewhat clean;Somewhat safe;1
876;3221;Thursday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;75.0;116;Clean;Very safe;1
877;2590;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;    Medium;Gates 1-12;31.12.2018;135.0;107;Clean;Very safe;1
878;1690;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;695.0;282;Clean;Very safe;0
879;519;Thursday;EMIRATES;DUBAI;middle east;Hub     ;Gates 1-12;31.12.2018;285.0;171;Somewhat clean;Very safe;1
881;3001;Wednesday;AMERICAN;MIAMI;East US;Hub;Gates 50-59;31.12.2018;268.0;142;Clean;Very safe;1
882;1581;Wednesday;DELTA;DETROIT;Midwest US;Large;Gates 40-48;31.12.2018;115.0;140;Somewhat clean;Somewhat safe;0
884;1465;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;01.01.2018;299.0;209;Clean;Neutral;1
885;759;Thursday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;1210.0;195;Clean;Very safe;1
886;1994;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;215.0;296;Somewhat clean;Very safe;1
887;3172;Thursday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;105.0;280;Average;Somewhat safe;0
888;2767;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;165.0;177;Somewhat clean;Very safe;1
890;592;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;117.0;155;Somewhat clean;Very safe;1
891;2298;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;    Hub;Gates 1-12;31.12.2018;165.0;294;Somewhat clean;Neutral;0
892;1933;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;245.0;145;Clean;Very safe;1
893;1929;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;    Hub;Gates 1-12;31.12.2018;185.0;101;Average;Somewhat safe;0
894;1794;Sunday;ALASKA;RALEIGH-DURHAM;EAST US;Medium     ;Gates 50-59;31.12.2018;145.0;286;Somewhat clean;Very safe;1
895;3256;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;150.0;223;Somewhat clean;Somewhat safe;1
897;2611;Saturday;AEROMEXICO;MEXICO CITY;Canada/Mexico;Hub;Gates 1-12;31.12.2018;120.0;263;Somewhat clean;Somewhat safe;1
898;2416;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;190.0;179;Somewhat clean;Neutral;1
899;3122;Thursday;DELTA;SALT LAKE CITY;West US;    Medium;Gates 40-48;31.12.2018;14.9999999999999;135;Clean;Somewhat safe;1
900;2693;Tuesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;79.9999999999999;299;Average;Very safe;1
901;2121;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;31.12.2018;100.0;288;Somewhat clean;Somewhat safe;1
902;3086;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;31.12.2018;128.0;128;Somewhat clean;Very safe;1
904;1368;Tuesday;UNITED INTL;PARIS-DE GAULLE;eur;    Hub;Gates 91-102;31.12.2018;125.0;252;Clean;Neutral;1
905;1838;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;195.0;175;Somewhat clean;Very safe;1
906;2329;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;120.0;190;Somewhat clean;Somewhat safe;0
907;2605;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;130.0;182;Average;Somewhat safe;1
908;1829;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;205.0;111;Somewhat clean;Somewhat safe;1
910;1138;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;160.0;162;Clean;Somewhat safe;1
911;2987;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;120.0;186;Somewhat clean;Somewhat safe;0
912;2602;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;    Medium;Gates 1-12;31.12.2018;180.0;226;Average;Neutral;0
913;1784;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;31.12.2018;160.0;150;Somewhat clean;Somewhat safe;1
914;2103;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;124.0;117;Somewhat clean;Very safe;1
915;2872;Wednesday;UNITED;WASHINGTON DC-DULLES;East US;Medium;Gates 70-90;31.12.2018;77.0;223;Somewhat clean;Very safe;1
916;2013;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;120.0;240;Somewhat clean;Very safe;0
917;2841;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 70-90;31.12.2018;150.0;225;Somewhat clean;Very safe;1
918;1883;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;115.0;100;Clean;Very safe;1
919;1013;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;185.0;232;Somewhat clean;Somewhat safe;1
920;500;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;118.0;189;Clean;Somewhat safe;1
923;2790;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;205.0;253;Somewhat clean;Very safe;0
924;2106;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;289.0;178;Somewhat clean;Very safe;1
926;3275;Tuesday;UNITED;LAS VEGAS;West US;Hub;Gates 70-90;31.12.2018;85.0000000000002;125;Average;Neutral;1
927;727;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;215.0;162;Somewhat clean;Neutral;1
928;3237;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;110.0;188;Somewhat clean;Neutral;1
929;837;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;    Hub;Gates 50-59;31.12.2018;90.00000000000021;148;Clean;Very safe;1
930;2756;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;31.12.2018;180.0;283;Somewhat clean;Somewhat safe;1
931;408;Saturday;UNITED;PHOENIX;West US;Hub;Gates 70-90;31.12.2018;475.0;209;Clean;Very safe;1
932;2060;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;31.12.2018;177.0;277;Clean;Very safe;1
933;413;Saturday;UNITED;PHOENIX;West US;    Hub;Gates 70-90;31.12.2018;115.0;139;Somewhat clean;Very unsafe;1
934;1944;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;115.0;219;Somewhat clean;Somewhat safe;1
935;2979;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;75.0000000000001;232;Somewhat clean;Very safe;1
936;2539;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;75.0;205;Somewhat clean;Somewhat safe;1
937;3011;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;125.0;113;Somewhat clean;Very safe;1
939;1738;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;220.0;243;Average;Neutral;0
940;2726;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;270.0;153;Clean;Very safe;1
941;1375;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;31.12.2018;105.0;288;Clean;Very safe;1
942;1610;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;125.0;174;Clean;Very safe;1
944;2955;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;95.0000000000001;293;Somewhat clean;Very safe;1
945;1803;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;220.0;265;Somewhat clean;Somewhat safe;1
946;1231;Thursday;ANA ALL NIPPON;TOKYO-NARITA;Asia;Hub;Gates 91-102;31.12.2018;200.0;226;Average;Somewhat safe;1
947;2256;Saturday;UNITED;BAKERSFIELD;West US;Small;Gates 70-90;31.12.2018;193.0;279;Clean;Very safe;1
948;2310;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;100.0;275;Clean;Somewhat safe;1
949;2701;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;150.0;146;Clean;Very safe;1
950;429;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;160.0;126;Average;Somewhat safe;0
951;734;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;185.0;253;Somewhat clean;Very safe;1
952;1173;Tuesday;SOUTHWEST;LAS VEGAS;West US;    Hub;Gates 20-39;31.12.2018;125.0;220;Clean;Very safe;1
953;324;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;59.99999999999989;267;Somewhat clean;Very safe;0
954;2381;Wednesday;UNITED INTL;BEIJING;Asia;    Hub;Gates 91-102;31.12.2018;195.0;260;Clean;Very safe;1
955;1527;Wednesday;ALASKA;LOS ANGELES;West US;Hub     ;Gates 40-48;31.12.2018;110.0;179;Average;Somewhat safe;1
956;273;Thursday;UNITED;LOS ANGELES;West US;Hub;Gates 70-90;31.12.2018;130.0;264;Clean;Very safe;1
957;1239;Thursday;UNITED INTL;TOKYO-NARITA;Asia;    Hub;Gates 91-102;31.12.2018;150.0;131;Somewhat clean;Very safe;1
958;825;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;125.0;249;Somewhat clean;Somewhat safe;1
959;807;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;100.0;199;Somewhat clean;Somewhat safe;1
960;1361;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;31.12.2018;155.0;223;Somewhat clean;Somewhat safe;1
961;2681;Tuesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;110.0;240;Somewhat clean;Somewhat safe;1
962;1584;Wednesday;DELTA;SALT LAKE CITY;West US;    Medium;Gates 40-48;31.12.2018;125.0;167;Clean;Very safe;1
963;712;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;165.0;260;Clean;Very safe;1
964;234;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;100.0;134;Somewhat clean;Very safe;1
965;3150;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 60-69;31.12.2018;90.0;206;Clean;Somewhat safe;1
966;2777;Thursday;DELTA;ATLANTA;EAST US;    Hub;Gates 40-48;31.12.2018;110.0;103;Clean;Very safe;1
967;2451;Friday;ALASKA;SALT LAKE CITY;West US;    Medium;Gates 1-12;31.12.2018;600.0;271;Somewhat clean;Very safe;1
968;1756;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;175.0;168;Somewhat clean;Somewhat safe;1
970;2150;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;183.0;233;Somewhat clean;Somewhat safe;1
971;1197;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub     ;Gates 20-39;31.12.2018;105.0;188;Average;Very safe;1
972;2347;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;125.0;200;Average;Very safe;1
973;440;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;31.12.2018;213.0;196;Somewhat clean;Very safe;1
974;1439;Wednesday;FRONTIER;DENVER;West US;Hub     ;Gates 20-39;01.01.2018;419.0;244;Somewhat clean;Somewhat safe;1
975;730;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;215.0;289;Clean;Neutral;1
976;2747;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;150.0;102;Somewhat clean;Very safe;0
977;1304;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;126.0;170;Somewhat clean;Very safe;0
978;2249;Saturday;UNITED;BAKERSFIELD;West US;Small     ;Gates 70-90;31.12.2018;148.0;102;Clean;Somewhat safe;1
979;700;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;215.0;204;Somewhat clean;Very safe;0
980;2161;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;153.0;283;Average;Somewhat safe;0
981;3073;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;01.01.2018;335.0;190;Somewhat clean;Neutral;1
982;3224;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;130.0;146;Clean;Very safe;1
984;2749;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;180.0;254;Somewhat clean;Very safe;0
985;2063;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;31.12.2018;117.0;288;Somewhat clean;Somewhat safe;1
